AliceBlue	0.9663
AntiqueWhite	0.9302
Aqua	0.7010
Aquamarine	0.8307
Azure	0.9824
Beige	0.9496
Bisque	0.9115
Black	0.0000
BlanchedAlmond	0.9316
Blue	0.1140
BlueViolet	0.3618
Brown	0.3089
BurlyWood	0.7442
CadetBlue	0.5466
Chartreuse	0.7359
Chocolate	0.5014
Coral	0.6271
CornflowerBlue	0.5662
Cornsilk	0.9682
Crimson	0.3308
Cyan	0.7010
DarkBlue	0.0621
DarkCyan	0.3821
DarkGoldenrod	0.5291
DarkGray	0.6627
DarkGreen	0.2302
DarkKhaki	0.6907
DarkMagenta	0.2251
DarkOliveGreen	0.3670
DarkOrange	0.6213
DarkOrchid	0.3857
DarkRed	0.1630
DarkSalmon	0.6730
DarkSeaGreen	0.6644
DarkSlateBlue	0.2870
DarkSlateGray	0.2723
DarkTurquoise	0.5676
DarkViolet	0.2679
DeepPink	0.4108
DeepSkyBlue	0.5537
DimGray	0.4118
DodgerBlue	0.4807
FireBrick	0.3022
FloralWhite	0.9818
ForestGreen	0.3750
Fuchsia	0.4130
Gainsboro	0.8627
GhostWhite	0.9757
Gold	0.7939
Goldenrod	0.6497
Gray	0.5020
Green	0.2947
GreenYellow	0.8109
Honeydew	0.9757
HotPink	0.6212
IndianRed	0.4933
Indigo	0.1461
Ivory	0.9933
Khaki	0.8735
Lavender	0.9109
LavenderBlush	0.9610
LawnGreen	0.7255
LemonChiffon	0.9661
LightBlue	0.8029
LightCoral	0.6333
LightCyan	0.9637
LightGoldenrodYellow	0.9625
LightGray	0.8275
LightGreen	0.7811
LightPink	0.8042
LightSalmon	0.7219
LightSeaGreen	0.5233
LightSkyBlue	0.7443
LightSlateGray	0.5210
LightSteelBlue	0.7568
LightYellow	0.9861
Lime	0.5870
LimeGreen	0.5529
Linen	0.9484
Magenta	0.4130
Maroon	0.1501
MediumAquamarine	0.6675
MediumBlue	0.0916
MediumOrchid	0.5081
MediumPurple	0.5281
MediumSeaGreen	0.5329
MediumSlateBlue	0.4900
MediumSpringGreen	0.6443
MediumTurquoise	0.6567
MediumVioletRed	0.3411
MidnightBlue	0.1369
MintCream	0.9860
MistyRose	0.9244
Moccasin	0.9048
NavajoWhite	0.8874
Navy	0.0572
OldLace	0.9635
Olive	0.4447
OliveDrab	0.4680
Orange	0.6788
OrangeRed	0.4578
Orchid	0.6091
PaleGoldenrod	0.8891
PaleGreen	0.8240
PaleTurquoise	0.8595
PaleVioletRed	0.5803
PapayaWhip	0.9444
PeachPuff	0.8835
Peru	0.5747
Pink	0.8317
Plum	0.7262
PowderBlue	0.8248
Purple	0.2073
RebeccaPurple	0.3054
Red	0.2990
RosyBrown	0.6135
RoyalBlue	0.4185
SaddleBrown	0.3303
Salmon	0.6388
SandyBrown	0.7065
SeaGreen	0.4128
Seashell	0.9694
Sienna	0.3965
Silver	0.7529
SkyBlue	0.7376
SlateBlue	0.4231
SlateGray	0.4904
Snow	0.9863
SpringGreen	0.6438
SteelBlue	0.4618
Tan	0.7232
Teal	0.3519
Thistle	0.7895
Tomato	0.5586
Turquoise	0.6837
Violet	0.6847
Wheat	0.8783
White	1.0000
WhiteSmoke	0.9608
Yellow	0.8860
YellowGreen	0.6748
