AliceBlue	0.9288
AntiqueWhite	0.8465
Aqua	0.7874
Aquamarine	0.8079
Azure	0.9727
Beige	0.8988
Bisque	0.8073
Black	0.0000
BlanchedAlmond	0.8508
Blue	0.0722
BlueViolet	0.1262
Brown	0.0982
Burlywood	0.5156
CadetBlue	0.2942
Chartreuse	0.7603
Chocolate	0.2390
Coral	0.3702
CornflowerBlue	0.3032
Cornsilk	0.9356
Crimson	0.1604
Cyan	0.7874
DarkBlue	0.0186
DarkCyan	0.2033
DarkGoldenrod	0.2726
DarkGray	0.3968
DarkGreen	0.0911
DarkKhaki	0.4575
DarkMagenta	0.0735
DarkOliveGreen	0.1265
DarkOrange	0.4002
DarkOrchid	0.1341
DarkRed	0.0549
DarkSalmon	0.4054
DarkSeaGreen	0.4379
DarkSlateBlue	0.0658
DarkSlateGray	0.0676
DarkTurquoise	0.4875
DarkViolet	0.1100
DeepPink	0.2387
DeepSkyBlue	0.4448
DimGray	0.1413
DodgerBlue	0.2744
Firebrick	0.1072
FloralWhite	0.9592
ForestGreen	0.1892
Fuchsia	0.2848
Gainsboro	0.7157
GhostWhite	0.9431
Gold	0.6986
Goldenrod	0.4192
Gray	0.2159
Green	0.1544
GreenYellow	0.8061
Honeydew	0.9634
HotPink	0.3466
IndianRed	0.2141
Indigo	0.0311
Ivory	0.9907
Khaki	0.7701
Lavender	0.8032
LavenderBlush	0.9017
LawnGreen	0.7391
LemonChiffon	0.9404
LightBlue	0.6371
LightCoral	0.3552
LightCyan	0.9459
LightGoldenrodYellow	0.9335
LightGray	0.6514
LightGreen	0.6909
LightPink	0.5857
LightSalmon	0.4781
LightSeaGreen	0.3505
LightSkyBlue	0.5620
LightSlateGray	0.2383
LightSteelBlue	0.5398
LightYellow	0.9816
Lime	0.7152
LimeGreen	0.4457
Linen	0.8836
Magenta	0.2848
Maroon	0.0459
MediumAquamarine	0.4939
MediumBlue	0.0441
MediumOrchid	0.2164
MediumPurple	0.2291
MediumSeaGreen	0.3439
MediumSlateBlue	0.2028
MediumSpringGreen	0.7070
MediumTurquoise	0.5134
MediumVioletRed	0.1437
MidnightBlue	0.0207
MintCream	0.9783
MistyRose	0.8218
Moccasin	0.8008
NavajoWhite	0.7652
Navy	0.0156
OldLace	0.9190
Olive	0.2003
OliveDrab	0.2259
Orange	0.4817
OrangeRed	0.2552
Orchid	0.3135
PaleGoldenrod	0.7879
PaleGreen	0.7794
PaleTurquoise	0.7644
PaleVioletRed	0.2875
PapayaWhip	0.8780
PeachPuff	0.7491
Peru	0.3011
Pink	0.6327
Plum	0.4573
PowderBlue	0.6825
Purple	0.0615
RebeccaPurple	0.0749
Red	0.2126
RosyBrown	0.3232
RoyalBlue	0.1666
SaddleBrown	0.0979
Salmon	0.3698
SandyBrown	0.4663
SeaGreen	0.1973
Seashell	0.9274
Sienna	0.1370
Silver	0.5271
SkyBlue	0.5529
SlateBlue	0.1478
SlateGray	0.2090
Snow	0.9653
SpringGreen	0.7305
SteelBlue	0.2056
Tan	0.4824
Teal	0.1700
Thistle	0.5682
Tomato	0.3064
Turquoise	0.5896
Violet	0.4032
Wheat	0.7491
White	1.0000
WhiteSmoke	0.9131
Yellow	0.9278
YellowGreen	0.5076
