# pharma_drugs_year.tsv - drug INN <TAB> year of first approval or introduction in a major market
# Years are APPROXIMATE for older drugs (pre-1960 introductions especially).
# See data/pharma_drugs_year_tsv.meta.json.
Aspirin	1899
Barbital	1903
Benzocaine	1902
Procaine	1905
Phenobarbital	1912
Insulin	1923
Hydromorphone	1926
Aprobarbital	1930
Dibucaine	1930
Pentobarbital	1930
Neostigmine	1931
Quinacrine	1931
Secobarbital	1934
Thiopental	1934
Mephobarbital	1935
Sulfanilamide	1936
Phenytoin	1938
Sulfapyridine	1938
Butabarbital	1939
Testosterone	1939
Sulfadiazine	1941
Tetracaine	1941
Dicoumarol	1941
Penicillin	1942
Meperidine	1942
Hydrocodone	1943
Dapsone	1945
Diphenhydramine	1946
Promethazine	1946
Streptomycin	1946
Trimethadione	1946
Methadone	1947
Bacitracin	1948
Lidocaine	1948
Chloramphenicol	1949
Chloroquine	1949
Chlorpheniramine	1949
Dimenhydrinate	1949
Mechlorethamine	1949
Phenylbutazone	1949
Cortisone	1950
Oxycodone	1950
Procainamide	1950
Sulfasalazine	1950
Erythromycin	1952
Hydrocortisone	1952
Isoniazid	1952
Kanamycin	1958
Neomycin	1952
Polymyxin B	1952
Primaquine	1952
Pyrazinamide	1952
Acetazolamide	1953
Butalbital	1953
Hydralazine	1953
Mercaptopurine	1953
Methotrexate	1953
Nitrofurantoin	1953
Proparacaine	1953
Reserpine	1953
Busulfan	1954
Chlorpromazine	1954
Digoxin	1954
Nystatin	1954
Warfarin	1954
Meprobamate	1955
Paracetamol	1955
Talbutal	1955
Chloroprocaine	1956
Hydroxyzine	1956
Chlorambucil	1957
Meclizine	1957
Metformin	1957
Tolbutamide	1957
Amphotericin B	1958
Chlorothiazide	1958
Chlorpropamide	1958
Vancomycin	1958
Cyclophosphamide	1959
Fluphenazine	1959
Griseofulvin	1959
Hydrochlorothiazide	1959
Imipramine	1959
Methicillin	1959
Oxymorphone	1959
Phenformin	1959
Trifluoperazine	1959
Chlordiazepoxide	1960
Guanethidine	1960
Mepivacaine	1960
Spironolactone	1960
Amitriptyline	1961
Ampicillin	1961
Cyproheptadine	1961
Dipyridamole	1961
Ethambutol	1961
Phenelzine	1961
Tranylcypromine	1961
Vinblastine	1961
Cloxacillin	1962
Fluorouracil	1962
Methyldopa	1962
Oxytocin	1962
Thioridazine	1962
Diazepam	1963
Metronidazole	1963
Vincristine	1963
Cephalothin	1964
Desipramine	1964
Gentamicin	1964
Lincomycin	1964
Melphalan	1964
Nortriptyline	1964
Oxazepam	1965
Indomethacin	1965
Prilocaine	1965
Allopurinol	1966
Furosemide	1966
Clomifene	1967
Doxycycline	1967
Ethacrynic Acid	1967
Haloperidol	1967
Nalidixic Acid	1967
Propranolol	1967
Azathioprine	1968
Dicloxacillin	1968
Fentanyl	1968
Trimethoprim	1968
Carbenicillin	1969
Cephalexin	1969
Cytarabine	1969
Doxepin	1969
Ibuprofen	1969
Salbutamol	1969
Clindamycin	1970
Levodopa	1970
Lithium Carbonate	1970
Cefazolin	1971
Flucytosine	1971
Minocycline	1971
Naloxone	1971
